Código;Descripción;Unidad;Sub Grupo;Grupo
3276;"BOLSA BASURA 30"" X 38"" GRIS CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3715;"BOLSA BASURA 30"" X 38"" NEGRA CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2432;"BOLSA BASURA 30"" X 38"" ROJA CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2451;"BOLSA BASURA 30"" X 38"" VERDE CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3277;"BOLSA BASURA 30"" X 38"" VERDE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2085;"BOLSA BASURA 30"" X 39"" GRIS CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2084;"BOLSA BASURA 30"" X 39"" VERDE CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2924;"BOLSA BASURA 30"" X 40"" NEGRA CAL 0.75";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2445;"BOLSA BASURA 30"" X 40"" NEGRA CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2424;"BOLSA BASURA 32"" X 36"" AZUL CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2423;"BOLSA BASURA 32"" X 36"" GRIS CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2280;"BOLSA BASURA 32"" X 36"" VERDE CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3289;"BOLSA BASURA 32"" X 38"" AZUL CAL 0.75";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2880;"BOLSA BASURA 32"" X 38"" AZUL CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3339;"BOLSA BASURA 32"" X 38"" VERDE CAL 0.75";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2881;"BOLSA BASURA 32"" X 38"" VERDE CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3255;"BOLSA BASURA 32"" X 38"" VERDE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2754;"BOLSA BASURA 32"" X 39 VERDE CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2454;"BOLSA BASURA 32"" X 47"" GRIS CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2318;"BOLSA BASURA 32"" X 47"" NEGRA CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2660;"BOLSA BASURA 32"" X 47"" NEGRA CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2137;"BOLSA BASURA 33"" X 50"" AZUL CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2372;"BOLSA BASURA 33"" X 50"" GRIS CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2518;"BOLSA BASURA 33"" X 50"" GRIS CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2634;"BOLSA BASURA 33"" X 50"" NEGRA CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2371;"BOLSA BASURA 33"" X 50"" ROJA CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2571;"BOLSA BASURA 33"" X 50"" ROJA CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2517;"BOLSA BASURA 33"" X 50"" VERDE CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
1960;"BOLSA BASURA 33"" X 50"" VERDE CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2677;"BOLSA BASURA 35"" X 43"" AZUL CAL 1.6";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2186;"BOLSA BASURA 35"" X 43"" GRIS CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2678;"BOLSA BASURA 35"" X 43"" GRIS CAL 1.6";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2705;"BOLSA BASURA 35"" X 47"" AZUL CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2706;"BOLSA BASURA 35"" X 47"" GRIS CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2707;"BOLSA BASURA 35"" X 47"" VERDE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3574;"BOLSA BASURA 35"" X 51"" AZUL CAL 0.75";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2882;"BOLSA BASURA 35"" X 51"" AZUL CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3254;"BOLSA BASURA 35"" X 51"" AZUL CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3787;"BOLSA BASURA 35"" X 51"" BLANCA CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3734;"BOLSA BASURA 35"" X 51"" BLANCA CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2652;"BOLSA BASURA 35"" X 51"" NEGRA CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3786;"BOLSA BASURA 35"" X 51"" NEGRA CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3661;"BOLSA BASURA 35"" X 51"" NEGRA CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2642;"BOLSA BASURA 35"" X 51"" ROJA CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3696;"BOLSA BASURA 35"" X 51"" ROJA CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2826;"BOLSA BASURA 35"" X 51"" VERDE CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2624;"BOLSA BASURA 35"" X 51"" VERDE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3802;"BOLSA BASURA 36"" X 36"" NEGRA CAL 0.75";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2679;"BOLSA BASURA 36"" X 40"" VERDE CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2646;"BOLSA BASURA 37"" X 50"" BLANCA CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2789;"BOLSA BASURA 37"" X 50"" NEGRA CAL 0.8";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2980;"BOLSA BASURA 37"" X 50"" NEGRA CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3000;"BOLSA BASURA 37"" X 50"" NEGRA CAL 1.4";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3059;"BOLSA BASURA 37"" X 50"" NEGRA CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2623;"BOLSA BASURA 37"" X 50"" VERDE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3778;"BOLSA BASURA 37"" X 51"" BLANCA CAL 0.75";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3779;"BOLSA BASURA 37"" X 51"" NEGRA CAL 0.75";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3544;"BOLSA BASURA 37"" X 51"" VERDE CAL 0.75";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2649;"BOLSA BASURA 39"" X 43"" VERDE CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2647;"BOLSA BASURA 39"" X 47"" ROJA CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
1027;"BOLSA BASURA 39"" X 47"" ROJA CAL 3.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2648;"BOLSA BASURA 39"" X 47"" VERDE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3362;BOLSA BASURA 40 CM X 55 CM NEGRA CAL 1.4;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3367;BOLSA BASURA 40 CM X 55 CM ROJA CAL 1.4;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3369;BOLSA BASURA 40 CM X 55 CM VERDE CAL 1.4;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3363;BOLSA BASURA 60 CM X 70 CM NEGRA CAL 1.4;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3364;BOLSA BASURA 60 CM X 70 CM NEGRA CAL 2.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3395;BOLSA BASURA 65 CM X 80 CM NEGRA CAL 0.8 PAQ X 10 UN;PAQUETE;BOLSA BASURA;ASEO Y CAFETERIA
2936;BOLSA BASURA 65 CM X 90 CM BLANCA CAL 0.5 PAQ X 100 UN;PAQUETE;BOLSA BASURA;ASEO Y CAFETERIA
2972;BOLSA BASURA 65 CM X 90 CM NEGRA CAL 0.8 PAQ X 100 UN;PAQUETE;BOLSA BASURA;ASEO Y CAFETERIA
3365;BOLSA BASURA 70 CM X 90 CM NEGRA CAL 2.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3370;BOLSA BASURA 70 CM X 90 CM VERDE CAL 2.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3122;"BOLSA BASURA 8"" X 12"" NEGRA CAL 0.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3314;BOLSA BASURA 80 CM X 105 CM ROJA CAL 3.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3274;BOLSA BASURA 80 CM X 110 CM NEGRA CAL 2.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3366;BOLSA BASURA 80 CM X 110 CM NEGRA CAL 2.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3368;BOLSA BASURA 80 CM X 110 CM ROJA CAL 2.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3371;BOLSA BASURA 80 CM X 110 CM VERDE CAL 2.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3597;BOLSA BASURA 90 CM X 110 CM BEIGE CAL 1.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3729;BOLSA BASURA 90 CM X 110 CM NEGRA CAL 1.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3728;BOLSA BASURA 90 CM X 110 CM VERDE CAL 1.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3551;BOLSA BASURA 90 CM X 130 CM NEGRA CAL 1.5;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3543;BOLSA BASURA 90 CM X 130 CM ROJA CAL 0.75;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3552;BOLSA BASURA 90 CM X 130 CM VERDE CAL 1.5;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2996;BOLSA BASURA 90 CM X 130 CM VERDE CAL 2.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3394;BOLSA BASURA 92 CM X 110 CM NEGRA CAL 0.8;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2681;"BOLSA BIODEG 18"" X 18"" VERDE CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2682;"BOLSA BIODEG 26"" X 35"" VERDE CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2655;"BOLSA CANASTERA 24"" X 39"" TRANSPARENTE CAL 0.45";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3195;BOLSA MATERIAL ABSORVENTE 5 KG FULL SORB;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3489;BOLSA PAPEL 1 LB PAQ X 100 UN;PAQUETE;BOLSA BASURA;ASEO Y CAFETERIA
3743;BOLSA PAPEL 3 LB PAQ X 100 UN;PAQUETE;BOLSA BASURA;ASEO Y CAFETERIA
3742;BOLSA PAPEL 6 LB PAQ X 100 UN;PAQUETE;BOLSA BASURA;ASEO Y CAFETERIA
2298;"BOLSA PLASTICA 10"" X 14"" C/AGARRADERA CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2282;"BOLSA PLASTICA 10"" X 14"" TRANSPARENTE CAL 1.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2443;"BOLSA PLASTICA 10"" X 14"" TRANSPARENTE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3072;"BOLSA PLASTICA 10"" X 16"" TRANSPARENTE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3482;"BOLSA PLASTICA 12"" X 16"" BLANCA";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3811;"BOLSA PLASTICA 12"" X 16"" OPACA";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3064;"BOLSA PLASTICA 12"" X 16"" TRANSPARENTE CAL 0.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
1918;"BOLSA PLASTICA 12"" X 16"" TRANSPARENTE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3481;"BOLSA PLASTICA 14"" X 20"" TRANSPARENTE CAL 0.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3065;"BOLSA PLASTICA 14"" X 20"" TRANSPARENTE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3535;"BOLSA PLASTICA 18"" X 24"" TRANSPARENTE CAL 0.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3420;"BOLSA PLASTICA 18"" X 24"" TRANSPARENTE CAL 0.75";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3525;"BOLSA PLASTICA 18"" X 24"" TRANSPARENTE CAL 1.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2283;"BOLSA PLASTICA 24"" X 31"" TRANSPARENTE CAL 0.7";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2452;"BOLSA PLASTICA 26"" X 40"" TRANSPARENTE CAL 0.75";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3624;BOLSA PLASTICA 30 CM X 30 CM TRANSPARENTE CAL 2.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2666;"BOLSA PLASTICA 6"" X 8"" TRANSPARENTE BAJA D";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3292;"BOLSA PLASTICA 6"" X 8"" TRANSPARENTE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
1362;"BOLSA PLASTICA 6"" X 9"" TRANSPARENTE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
1920;"BOLSA PLASTICA 7"" X 10"" TRANSPARENTE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3413;BOLSA PLASTICA 8 CM X 12 CM BLANCA;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3063;"BOLSA PLASTICA 8"" X 10"" TRANSPARENTE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2704;"BOLSA PLASTICA 8"" X 12"" TRANSPARENTE CAL 0.5";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
1361;"BOLSA PLASTICA 8"" X 12"" TRANSPARENTE CAL 2.0";UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3604;BOLSA PLASTICA BLANCA CARGADERA C3 CAL 1.3;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3605;BOLSA PLASTICA BLANCA CARGADERA C5 CAL 2.0;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3483;BOLSA PLASTICA C4 CON AGARRADERA;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2463;BOLSA PLASTICA DE CIERRE 10 CM X 14 CM;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3536;BOLSA PLASTICA DE CIERRE 14 CM X 14 CM;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3421;BOLSA PLASTICA DE CIERRE 15 CM X 20 CM ;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2840;BOLSA PLASTICA DE CIERRE 15 CM X 25 CM;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3196;BOLSA PLASTICA DE CIERRE 20 CM X 18 CM;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3231;BOLSA PLASTICA DE CIERRE 20 CM X 20 CM ;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3281;BOLSA PLASTICA DE CIERRE 20 CM X 24 CM;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2213;BOLSA PLASTICA DE CIERRE 20 CM X 30 CM;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
1031;BOLSA PLASTICA DE CIERRE 25 CM X 35 CM;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2059;BOLSA PLASTICA DE CIERRE 30 CM X 40 CM;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2587;BOLSA PLASTICA DE CIERRE 5 CM X 5 CM;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3212;BOLSA PLASTICA DE CIERRE 8 CM X 10 CM;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2925;BOLSA PLASTICA T20 BLANCA;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3878;BOLSA PLASTICA T25 NEGRA;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2926;BOLSA PLASTICA T30 BLANCA;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2964;BOLSA PLASTICA T30 NEGRA;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3695;BOLSA PLASTICA T40 BLANCA;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
2965;BOLSA PLASTICA T40 NEGRA;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3694;BOLSA PLASTICA T50 BLANCA;UNIDAD;BOLSA BASURA;ASEO Y CAFETERIA
3235;BOLSA PRECORTE 40 CM X 50 CM CAL 1.0 X KILO;KILOS;BOLSA BASURA;ASEO Y CAFETERIA
1890;BONDI CLOROGEL NATURAL X 950 ML;BOTELLA;ASEO;ASEO Y CAFETERIA
3795;BOTELLON DE AGUA 20 LT SIN ENVASE;UNIDAD;CAFETERIA;ASEO Y CAFETERIA
3789;BOTELLON PLASTICO 20 LT CON AGUA;UNIDAD;CAFETERIA;ASEO Y CAFETERIA
3857;BRILLA KING ANTI HONGOS X 500 ML;FRASCO;ASEO;ASEO Y CAFETERIA
2575;BRILLA METAL X 25O GR;UNIDAD;ASEO;ASEO Y CAFETERIA
3810;BRILLA METAL X 50 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
3145;BRILLADOR DE LLANTAS MORITA X 1.000 ML BMAX;BOTELLA;ASEO;ASEO Y CAFETERIA
3189;BRILLADOR DE LLANTAS MORITA X 500 ML BMAX;FRASCO;ASEO;ASEO Y CAFETERIA
1871;CABO ALUMINIO 0.75 MT;UNIDAD;ASEO;ASEO Y CAFETERIA
2800;CABO ALUMINIO 1.40 MT;UNIDAD;ASEO;ASEO Y CAFETERIA
2273;CABO MADERA 1.40 MT CON TAPON Y ADAPTADOR;UNIDAD;ASEO;ASEO Y CAFETERIA
1865;CABO METALICO 1.40 MT PINTURA ELECTROSTATICA;UNIDAD;ASEO;ASEO Y CAFETERIA
2651;CABO METALICO REPARADO;UNIDAD;ASEO;ASEO Y CAFETERIA
3135;CACAO AMARGO EN GRANO X 500 GR;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2973;CAFE DESCAFEINADO X 170 GR;FRASCO;CAFETERIA;ASEO Y CAFETERIA
2455;CAFE FRASCO X 170 GR;FRASCO;CAFETERIA;ASEO Y CAFETERIA
3024;CAFE FUERTE X 2.500 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
2914;CAFE GRANULADO STICK X 1.5 GR CAJA X 144 UN;CAJA;CAFETERIA;ASEO Y CAFETERIA
2740;CAFE GRANULADO STICK X 1.5 GR CAJA X 24 UN;CAJA;CAFETERIA;ASEO Y CAFETERIA
3619;CAFE GRANULADO STICK X 1.5 GR CAJA X 48 UN;CAJA;CAFETERIA;ASEO Y CAFETERIA
1999;CAFE INSTANTANEO X 500 GRS;LIBRAS;ASEO;ASEO Y CAFETERIA
2966;CAFE MOLIDO AGUILA ROJA X 2.500 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
2468;CAFE MOLIDO MEDIO X 2.500 GR;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
3124;CAFE MOLIDO X 500 GR;FRASCO;CAFETERIA;ASEO Y CAFETERIA
3510;CALDO KNOR X 1500 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
3174;CANASTA METALICA MEDIANA CON CAPACHO;UNIDAD;ASEO;ASEO Y CAFETERIA
3448;CANASTILLA INDUSTRIAL ROMBOS 60 X 40 X 41 CM GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
3220;CANECA REDONDA AZUL 160 LT C/TAPA;UNIDAD;ASEO;ASEO Y CAFETERIA
3426;CANECA REDONDA AZUL 20 LT CON TAPA;UNIDAD;ASEO;ASEO Y CAFETERIA
2643;CANECA REDONDA GRIS 100 LT CON TAPA;UNIDAD;ASEO;ASEO Y CAFETERIA
3549;CANECA REDONDA ROJA 160 LT C/TAPA;UNIDAD;ASEO;ASEO Y CAFETERIA
2600;CANECA REDONDA ROJA 60 LT CON TAPA;UNIDAD;ASEO;ASEO Y CAFETERIA
3580;CANECA REDONDA VERDE 120 LT CON TAPA;UNIDAD;ASEO;ASEO Y CAFETERIA
2690;CANELA EN ASTILLA X 15 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
3066;CANELA EN POLVO X 500 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
3272;CANELA MOLIDA PAQ X 45 GR;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
3405;CARBONATO DE MAGNESIO X 250 GR;PAQUETE;ASEO;ASEO Y CAFETERIA
3434;CEPIILO MEGA CARRETERO CERDA DURA CON CABO;UNIDAD;ASEO;ASEO Y CAFETERIA
3838;CEPILLO BRILLA CALZADO TODOS;UNIDAD;ASEO;ASEO Y CAFETERIA
2680;CEPILLO DE ALAMBRE PARA PISO CABO MADERA;UNIDAD;ASEO;ASEO Y CAFETERIA
2701;CEPILLO DE MANO CERDA DE ALAMBRE;UNIDAD;ASEO;ASEO Y CAFETERIA
3008;CEPILLO DE MANO ESQUINERO CERDA ALAMBRE LARGO;UNIDAD;ASEO;ASEO Y CAFETERIA
1845;CEPILLO DE MANO TIPO PLANCHA;UNIDAD;ASEO;ASEO Y CAFETERIA
1870;"CEPILLO DURO OBLICUO 10"" CON BANDA DE CAUCHO REPUESTO";UNIDAD;ASEO;ASEO Y CAFETERIA
3180;CEPILLO ESQUINERO MANGO LARGO;UNIDAD;ASEO;ASEO Y CAFETERIA
2055;CEPILLO ESQUINERO PEQUEÑO;UNIDAD;ASEO;ASEO Y CAFETERIA
1940;CEPILLO PARA BAÑO TODOS;UNIDAD;ASEO;ASEO Y CAFETERIA
3816;CEPILLO PARA CALLE 1014 FULLER CON BANDA C/C;UNIDAD;ASEO;ASEO Y CAFETERIA
1748;"CEPILLO PARA PISO CON BANDA 10"" REPUESTO";UNIDAD;ASEO;ASEO Y CAFETERIA
3532;CEPILLO PARA PISO CON BANDA CABO DE MADERA;UNIDAD;ASEO;ASEO Y CAFETERIA
2337;CEPILLO PARA PISO SIN BANDA CABO MADERA;UNIDAD;ASEO;ASEO Y CAFETERIA
3844;CEPILLO PARA PISO SIN BANDA REPUESTO;UNIDAD;ASEO;ASEO Y CAFETERIA
3154;CEPILLO SACUDIDOR DE FIBRAS LARGAS;UNIDAD;ASEO;ASEO Y CAFETERIA
2683;CERA MANSION X 2.000 ML BLANCA;UNIDAD;ASEO;ASEO Y CAFETERIA
3002;CERA MANSION X 800 ML BLANCA;BOLSA;ASEO;ASEO Y CAFETERIA
2211;CERA ROJA PARA PISOS X 800 GRS;UNIDAD;ASEO;ASEO Y CAFETERIA
1804;CHAMPU PANTENE 400 ML;UNIDAD;ASEO;ASEO Y CAFETERIA
1715;CHAMPU PARA MANOS EN CUÑETE;UNIDAD;ASEO;ASEO Y CAFETERIA
3015;CHOCOLATE EN PASTA X 250 GR;UNIDAD;CAFETERIA;ASEO Y CAFETERIA
2834;CHOCOLATE EN POLVO X 230 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
2020;CHOCOLATINA JET Nº 1 PAQ X 50 UN;PAQUETE;ASEO;ASEO Y CAFETERIA
2703;CHUPA PARA BAÑO CON CABO;UNIDAD;ASEO;ASEO Y CAFETERIA
3157;CITRONELA X 500 CC;BOTELLA;ASEO;ASEO Y CAFETERIA
2306;CLORO EN PASTA X KILO;KILOS;ASEO;ASEO Y CAFETERIA
3361;CLORO GRANULADO AL 91% X KL;BOLSA;ASEO;ASEO Y CAFETERIA
3674;CLORO GRANULAR PURICLOR AL 70% X 40 KL;CANECA;ASEO;ASEO Y CAFETERIA
3144;CLOROX X 3.800 ML;GALON;ASEO;ASEO Y CAFETERIA
3840;CLORURO DE BENZALCONIO X 1.000 ML BMAX;BOTELLA;ASEO;ASEO Y CAFETERIA
3560;CLORURO DE BENZALCONIO X 20 LT BMAX;CANECA;ASEO;ASEO Y CAFETERIA
3561;CLORURO DE BENZALCONIO X 3.800 ML BMAX;GALON;ASEO;ASEO Y CAFETERIA
3602;COLADOR PLASTICO N° 25;UNIDAD;ASEO;ASEO Y CAFETERIA
3739;CONTENEDOR 120 LT BLANCO TAPA TIPO CUPULA;UNIDAD;ASEO;ASEO Y CAFETERIA
3620;CONTENEDOR 120 LT NEGRO TAPA TIPO CUPULA;UNIDAD;ASEO;ASEO Y CAFETERIA
3669;CONTENEDOR 120 LT ROJO TAPA TIPO CUPULA;UNIDAD;ASEO;ASEO Y CAFETERIA
3490;CONTENEDOR 120 LT VERDE TAPA TIPO CUPULA;UNIDAD;ASEO;ASEO Y CAFETERIA
3071;CONTENEDOR CON RUEDAS 120 LT ROJO CON TAPA;UNIDAD;ASEO;ASEO Y CAFETERIA
1983;CONTENEDOR CON RUEDAS 121 LT NEGRO CON TAPA;UNIDAD;ASEO;ASEO Y CAFETERIA
2546;CONTENEDOR CON RUEDAS 170 LT;UNIDAD;ASEO;ASEO Y CAFETERIA
3329;CONTENEDOR CON RUEDAS 180 LT GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
3140;CONTENEDOR CON RUEDAS 240 LT VERDE CON TAPA;UNIDAD;ASEO;ASEO Y CAFETERIA
3853;CONTENEDOR DESECHABLE 1/2 LT C/T PAQ X 20 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
1427;CORTINA PLASTICA PARA BAÑO;UNIDAD;ASEO;ASEO Y CAFETERIA
1717;CREMA DESMANCHADORA FROTEX X 1000 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
1881;CREMA DESMANCHADORA FROTEX X 250 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
2151;CREMA DESMANCHADORA FROTEX X 550 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
3360;CRESO PURO CREOLINA X 1.900 ML;BOTELLA;ASEO;ASEO Y CAFETERIA
3226;CRESO PURO X 1.9 LT;BOTELLA;ASEO;ASEO Y CAFETERIA
3286;CRISTALPISOS X 1.000 ML BICARBONATO BERHLAN;UNIDAD;ASEO;ASEO Y CAFETERIA
