Código;Descripción;Unidad;Sub Grupo;Grupo
3296;PITILLO PLASTICO PAQ X 200 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2856;PLASTICO NEGRO X 2 MT DE ANCHO;METROS;BOLSA BASURA;ASEO Y CAFETERIA
3241;PLASTICO NEGRO X 3 MT DE ANCHO CAL 4.0;METROS;BOLSA BASURA;ASEO Y CAFETERIA
2905;PLATO DESECHABLE MEDIANO X 20 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
3242;PLATO DESECHABLE PEQUEÑO X 20 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2201;PLATO ICOPOR Nº 16 PAQ X 20 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
3168;POCILLO CHOCOLATERO CERAMICA X UN ;UNIDAD;ASEO;ASEO Y CAFETERIA
3288;POLVO MEDICADO MEXSANA X 150 GR;FRASCO;ASEO;ASEO Y CAFETERIA
2009;PORTA ESCOBAS Y TRAPEADORAS PLASTICO;UNIDAD;ASEO;ASEO Y CAFETERIA
3852;PORTACOMIDAS P3 DIVISIONES PAQ X 200 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2017;PRELAVADO COLLARIN X 500 ML;FRASCO;ASEO;ASEO Y CAFETERIA
3825;PROTECTOR BRILLADOR BINNER X 700 ML;FRASCO;ASEO;ASEO Y CAFETERIA
2638;PUNTO ECOLOGICO 3 PUESTOS 35 LTS;UNIDAD;ASEO;ASEO Y CAFETERIA
2233;PUNTO ECOLOGICO 3 PUESTOS 55 LTS;UNIDAD;ASEO;ASEO Y CAFETERIA
3021;RAID MAX CUCARACHAS Y ARAÑAS X 400 CC;UNIDAD;ASEO;ASEO Y CAFETERIA
3708;RAID ZANCUDOS Y MOSCAS X 400 CC;UNIDAD;ASEO;ASEO Y CAFETERIA
1853;RASTRILLO FULLER PLASTICO;UNIDAD;ASEO;ASEO Y CAFETERIA
3776;RECOGEDOR DE BASURA C/BANDA C/CABO PLASTICO;UNIDAD;ASEO;ASEO Y CAFETERIA
3280;RECOGEDOR DE BASURA C/BANDA REPUESTO;UNIDAD;ASEO;ASEO Y CAFETERIA
2126;RECOGEDOR DE BASURA S/BANDA C/CABO PLASTICO;UNIDAD;ASEO;ASEO Y CAFETERIA
1872;RECOGEDOR DE BASURA S/BANDA REPUESTO ;UNIDAD;ASEO;ASEO Y CAFETERIA
2627;REPUESTO PEDAL PAPELERA 20 LT;UNIDAD;ASEO;ASEO Y CAFETERIA
2746;RESTAURADOR PARTES NEGRAS TEFLON X 120 ML;FRASCO;ASEO;ASEO Y CAFETERIA
3859;RODILLO QUITA MOTAS REPUESTO;UNIDAD;ASEO;ASEO Y CAFETERIA
2770;SAL REFISAL X 1.000 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
3702;SAL REFISAL X 130 GR;UNIDAD;CAFETERIA;ASEO Y CAFETERIA
2896;SAL REFISAL X 500 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
1988;SANITIZANTE ANTIBACT GEL MULTIFLEX  X 1000 ML;BOTELLA;ELITE;ASEO Y CAFETERIA
1341;SANITIZANTE ANTIBACTERIAL ESCRITORIO X 1.000 ML ELITE;BOTELLA;ELITE;ASEO Y CAFETERIA
1989;SANITIZANTE ANTIBACTERIAL ESCRITORIO X 1000 ML;BOTELLA;ELITE;ASEO Y CAFETERIA
1536;SANITIZANTE ANTIBACTERIAL GEL ELITE X 800 ML;UNIDAD;ELITE;ASEO Y CAFETERIA
2410;SANITIZANTE ANTIBACTERIAL GEL MULTIFLEX X 1.000 ML;BOTELLA;ELITE;ASEO Y CAFETERIA
1313;SANITIZANTE ANTIBACTERIAL X 32 ML ELITE;UNIDAD;ELITE;ASEO Y CAFETERIA
2691;SANITIZANTE ESPUMA MULTIFLEX ELITE X 1.000 ML;BOTELLA;ELITE;ASEO Y CAFETERIA
1649;SERVILLETA AIRFLEX MF ECONOMICA 1 PL X 120 UN;PAQUETE;ASEO;ASEO Y CAFETERIA
3382;SERVILLETA BLANCA 22 X 14 UNA A UNA X 300 UN P/DISPENSADOR E;PAQUETE;ELITE;ASEO Y CAFETERIA
2913;SERVILLETA BLANCA RENDIPEL UNA HOJA X 320 UN;PAQUETE;ELITE;ASEO Y CAFETERIA
2073;SERVILLETA CAFETERIA ELITE 27 X 17 CM X 100 UN;PAQUETE;ELITE;ASEO Y CAFETERIA
1747;SERVILLETA CAFETERIA X 200 UN;PAQUETE;ASEO;ASEO Y CAFETERIA
2667;SERVILLETA CAJA TIPO MADERA X 200 UND;CAJA;ELITE;ASEO Y CAFETERIA
1196;SERVILLETA DE LUJO HS EXT BLANCA 27 X 27 X 100 UN ELITE;PAQUETE;ELITE;ASEO Y CAFETERIA
1228;SERVILLETA DE LUJO HS EXT BLANCA 33 X 33 X 100 UN ELITE;PAQUETE;ELITE;ASEO Y CAFETERIA
2523;SERVILLETA ELITE DOBLADA 30 X 30 CM X 100 UN;PAQUETE;ELITE;ASEO Y CAFETERIA
3459;SERVILLETA ELITE DOBLADA PAQ X 320 UN;PAQUETE;ELITE;ASEO Y CAFETERIA
3117;SERVILLETA GOLD 24 X 24 1H ELITE PAQ X 200 UN;PAQUETE;ELITE;ASEO Y CAFETERIA
3118;SERVILLETA GOLD 33 X 33 1H D/8 ELITE PAQ X 200 UN;PAQUETE;ELITE;ASEO Y CAFETERIA
2590;SERVILLETA INTERF ELITE EXT BLANCA DH X 200 UN;PAQUETE;ELITE;ASEO Y CAFETERIA
1628;SERVILLETA LUJO 33 X 33 DH ELITE PAQ X 200 UN;PAQUETE;ELITE;ASEO Y CAFETERIA
3147;SHAMPOO AUTOMOTRIZ X 1.000 ML BMAX;BOTELLA;ASEO;ASEO Y CAFETERIA
1761;SHAMPOO PANTENE;UNIDAD;ASEO;ASEO Y CAFETERIA
3452;SHAMPOO PARA CABELLO X 19 LT BERHLAN;CANECA;ASEO;ASEO Y CAFETERIA
3414;SHAMPOO SOBRE X 25 ML CJ X 18 UNIDADES;CAJA;ASEO;ASEO Y CAFETERIA
3406;SHAMPOO VENUX X 4.000 ML;GALON;ASEO;ASEO Y CAFETERIA
2640;SHOWER GEL CABELLO Y CUERPO MULTIFLEX X 1000 ML ELITE;BOTELLA;ELITE;ASEO Y CAFETERIA
3485;SILICONA EMULSIONADA LIQUIDA 60% X 20 KG;CANECA;ASEO;ASEO Y CAFETERIA
2939;SINORIN X 4 KG;CANECA;ASEO;ASEO Y CAFETERIA
3169;SODA ESCAMAS PARA DESTAPAR CAÑERIAS X 350 GR;BOLSA;ASEO;ASEO Y CAFETERIA
3733;SPLENDA CAJA X 600 SOBRES;CAJA;CAFETERIA;ASEO Y CAFETERIA
3712;SPLENDA SOBRE PAQ X 100 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
1643;SPRAY BACTISAN EN BOLSA X 400 ML REF: 30197085;UNIDAD;FAMILIA;ASEO Y CAFETERIA
2328;SUAVIZANTE ADVANCE 12 LT VAINILLA COCO BERHLAN;BOLSA;ASEO;ASEO Y CAFETERIA
1418;SUAVIZANTE LIQUIDO BERHLAN X 19 LTS;CANECA;ASEO;ASEO Y CAFETERIA
2668;SUAVIZANTE ROPA PRIMAVERAL X 4.000 ML;GALON;ASEO;ASEO Y CAFETERIA
1961;SUAVIZANTE TEXTIL CON MICROCAPSULAS X 19 LTS;CANECA;ASEO;ASEO Y CAFETERIA
2670;SUAVIZANTE X 19 LT BMAX;CANECA;ASEO;ASEO Y CAFETERIA
3014;SUNTEA 1.5 LT X 12 UNIDADES SURTIDO;CAJA;CAFETERIA;ASEO Y CAFETERIA
3820;TAPETE ATRAPAMUGRE 80 CM X 120 CM;UNIDAD;ASEO;ASEO Y CAFETERIA
3570;TAPETE TANGO 50 CM X 79 CM;UNIDAD;ASEO;ASEO Y CAFETERIA
2724;TE FRUTOS ROJOS Y VERDES SURTIDOS CAJA X 20 UN;CAJA;CAFETERIA;ASEO Y CAFETERIA
2872;TE HINDU CAJA X 25 UN;CAJA;CAFETERIA;ASEO Y CAFETERIA
2755;TEFLON LAVADO DE MOTORES X 500 ML BMAX;FRASCO;ASEO;ASEO Y CAFETERIA
3400;TENEDOR DESECHABLE PEQUEÑO PAQ X 100 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2763;TINNER X 3.800 ML;GALON;ASEO;ASEO Y CAFETERIA
1629;TOA IND WYPALL REG ROLANTIB X 80 H;ROLLO;FAMILIA;ASEO Y CAFETERIA
3514;TOALLA DE BAÑO DESECHABLE 130 CM X 65 CM WYPALL ;UNIDAD;FAMILIA;ASEO Y CAFETERIA
3158;TOALLA DE COCINA FAMILIA PAQ X 3 ROLLOS;PAQUETE;FAMILIA;ASEO Y CAFETERIA
1788;TOALLA DE COCINA FAVORITA PAQ X 3 ROLLOS;PAQUETE;ASEO;ASEO Y CAFETERIA
2108;TOALLA DE COCINA SEDAMAX DH BLANCA PAQ X 3 ROLLOS;PAQUETE;TISSUE;ASEO Y CAFETERIA
1612;TOALLA DE MANOS ELITE EXT BLANCA DH X 100 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
2472;TOALLA DE MANOS ELITE EXT BLANCA DH X 200 UND;PAQUETE;ELITE;ASEO Y CAFETERIA
2097;TOALLA DE MANOS ELITE EXT BLANCA TH X 150 MT;ROLLO;ELITE;ASEO Y CAFETERIA
1830;TOALLA DE MANOS ELITE NATURAL DH X 100 MT;ROLLO;ELITE;ASEO Y CAFETERIA
2461;TOALLA DE MANOS ELITE NATURAL DH X 125 MTS CENTER FLOW;ROLLO;ELITE;ASEO Y CAFETERIA
3310;TOALLA DE MANOS ELITE NATURAL DH X 150 UND STD 21.6 X 21 CM;PAQUETE;ELITE;ASEO Y CAFETERIA
2048;TOALLA DE MANOS ELITE NATURAL HS X 250 UND ELITE;PAQUETE;ELITE;ASEO Y CAFETERIA
2131;TOALLA DE MANOS ELITE NATURAL TH X 100 MT CENTER FLOW;ROLLO;ELITE;ASEO Y CAFETERIA
1939;TOALLA DE MANOS ELITE NATURAL TH X 150 MT;ROLLO;ELITE;ASEO Y CAFETERIA
1893;TOALLA DE MANOS ELITE NATURAL TH X 150 UND STD 21.6 X 21 CM;PAQUETE;ELITE;ASEO Y CAFETERIA
3467;TOALLA DE MANOS FAMILIA BLANCA TH X 150 UN;PAQUETE;ASEO;ASEO Y CAFETERIA
1227;TOALLA DE MANOS TIPO Z NATURAL HD X 150 UN COLTISU;PAQUETE;TISSUE;ASEO Y CAFETERIA
2916;TOALLA DE MANOS TISSUE BLANCA D.H. X 100 MT;ROLLO;TISSUE;ASEO Y CAFETERIA
3269;TOALLA DE TELA 1 MT X 1 MT AZUL OSCURO;METROS;ASEO;ASEO Y CAFETERIA
3219;TOALLA DE TELA 1 MT X 1 MT COLORES VARIOS;METROS;ASEO;ASEO Y CAFETERIA
2588;TOALLA DE TELA 40 CM X 60 CM BLANCA;UNIDAD;ASEO;ASEO Y CAFETERIA
2127;TOALLA DE TELA 45 CM X 45 CM BLANCA;UNIDAD;ASEO;ASEO Y CAFETERIA
1787;TOALLA DE TELA 50 CM X 70 CM BLANCA;UNIDAD;ASEO;ASEO Y CAFETERIA
1641;TOALLA INDIVIDUAL WYPALL X-60 ROLLO X 890 UN;ROLLO;FAMILIA;ASEO Y CAFETERIA
1630;TOALLA INTER ELITE TH NATURAL 21.6 X 25 CM X 150 UN;PAQUETE;ELITE;ASEO Y CAFETERIA
1393;TOALLA INTERFOLIADA 1H X 250 ELITE BLANCA EXTRA A;PAQUETE;ELITE;ASEO Y CAFETERIA
1631;TOALLA MANOS DH BLANCA SCOTT X 150 UN;PAQUETE;FAMILIA;ASEO Y CAFETERIA
2930;TOALLA MANOS HS NATURAL SCOTT X 100 MT;ROLLO;FAMILIA;ASEO Y CAFETERIA
1385;TOALLA WYPALL X-70 42 X 50 CM KIMBERLY;ROLLO;FAMILIA;ASEO Y CAFETERIA
1875;TOALLA WYPALL X-80 AMARILLA PAQ X 25 UN;PAQUETE;FAMILIA;ASEO Y CAFETERIA
1876;TOALLA WYPALL X-80 PLUS AZUL PAQ X 30 UN;PAQUETE;ASEO;ASEO Y CAFETERIA
1877;TOALLA WYPALL X-80 ROJA PAQ X 25 UN;PAQUETE;FAMILIA;ASEO Y CAFETERIA
1878;TOALLA WYPALL X-80 VERDE PAQ X 25 UN;UNIDAD;ASEO;ASEO Y CAFETERIA
1277;TODO USO DETERGENTE LIMON X 1.000 ML BERHLAN;LITRO;ASEO;ASEO Y CAFETERIA
2041;TODO USO DETERGENTE LIMON X 19 LT BERHLAN;CANECA;ASEO;ASEO Y CAFETERIA
3404;TODO USO DETERGENTE NEUTRO X 19 LT ;CANECA;ASEO;ASEO Y CAFETERIA
2355;TODO USO DETERGENTE X 3.800 ML BERHLAN;GALON;ASEO;ASEO Y CAFETERIA
3691;TRAPEADORA DE MICROFIBRA CON CABO DE MADERA;UNIDAD;ASEO;ASEO Y CAFETERIA
3422;TRAPEADORA DE PABILO 2 COLORES CON CABO DE MADERA;UNIDAD;ASEO;ASEO Y CAFETERIA
3526;TRAPEADORA DE PABILO 2 COLORES REPUESTO;UNIDAD;ASEO;ASEO Y CAFETERIA
1856;TRAPEADORA DE PABILO CON CABO DE MADERA;UNIDAD;ASEO;ASEO Y CAFETERIA
2713;TRAPEADORA DE TIRAS CABO MADERA;UNIDAD;ASEO;ASEO Y CAFETERIA
2732;TRAPEADORA DE TIRAS REPUESTO;UNIDAD;ASEO;ASEO Y CAFETERIA
1863;TRAPEADORA MICROFIBRA 250 GRS REPUESTO;UNIDAD;ASEO;ASEO Y CAFETERIA
2272;TRAPEADORA PABILO 300 GRS REPUESTO;UNIDAD;ASEO;ASEO Y CAFETERIA
1864;TRAPEADORA PABILO 370 GRS REPUESTO;UNIDAD;ASEO;ASEO Y CAFETERIA
3396;VARSOL DESODORIZADO X 1.900 ML;BOTELLA;ASEO;ASEO Y CAFETERIA
2641;VARSOL DESODORIZADO X 16 KG;CANECA;ASEO;ASEO Y CAFETERIA
2071;VARSOL DESODORIZADO X 3.800 ML;GALON;ASEO;ASEO Y CAFETERIA
3060;VASO DESECHABLE CARTON 4.0 ONZ X UNIDAD;UNIDAD;CAFETERIA;ASEO Y CAFETERIA
3627;VASO DESECHABLE CARTON 6.0 ONZ PAQ X 50 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
3079;VASO DESECHABLE CARTON 7.0 ONZ ;UNIDAD;CAFETERIA;ASEO Y CAFETERIA
3192;VASO DESECHABLE ICOPOR 4 ONZ PAQ X 20 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2761;VASO DESECHABLE ICOPOR 6 ONZ PAQ X 20 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
3077;VASO PLASTICO DESECHABLE 1.5 ONZ PAQ X 50 UND;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2401;VASO PLASTICO DESECHABLE 12 ONZAS;UNIDAD;CAFETERIA;ASEO Y CAFETERIA
1986;VASO PLASTICO DESECHABLE 3.5 ONZAS X UN ;UNIDAD;CAFETERIA;ASEO Y CAFETERIA
1431;VASO PLASTICO DESECHABLE 7.0 ONZAS;UNIDAD;CAFETERIA;ASEO Y CAFETERIA
3097;VASO PLASTICO DESECHABLE BLANCO 7.0 ONZ;UNIDAD;CAFETERIA;ASEO Y CAFETERIA
3486;VINAGRE BLANCO ACIDO ACETICO X 20 KG;CANECA;ASEO;ASEO Y CAFETERIA
2661;VINAGRE BLANCO BOTELLA;BOTELLA;CAFETERIA;ASEO Y CAFETERIA
3625;VINAGRE BLANCO X 30 LT;CANECA;CAFETERIA;ASEO Y CAFETERIA
2729;WYPALL INDUSTRIAL X-75 AZUL 42 X 28 ROLLO X 60 PAÑOS;ROLLO;FAMILIA;ASEO Y CAFETERIA
3123;ZUMO DE LIMON X 1.000 ML;FRASCO;CAFETERIA;ASEO Y CAFETERIA
3721;ADHESIVO BOND CARTA PAQ X 100 UN;PAQUETE;PAPELERIA;PAPELERIA
3720;ADHESIVO ROTULO PARA CD PAQ X 50 UN;PAQUETE;PAPELERIA;PAPELERIA
2937;AGENDA TAMAÑO CARTA;UNIDAD;PAPELERIA;PAPELERIA
2894;ALMOHADILLA PARA SELLOS GRANDE;UNIDAD;PAPELERIA;PAPELERIA
2819;ARCHIVADOR AZ FOLDER CARTA;UNIDAD;PAPELERIA;PAPELERIA
1738;ARCHIVADOR AZ FOLDER OFICIO;UNIDAD;PAPELERIA;PAPELERIA
2431;ARCHIVADOR FUELLE TIPO MALETIN 13 BOLSILLOS;UNIDAD;PAPELERIA;PAPELERIA
2565;BANDA DE CAUCHO PAQUETE X 1000 UN;PAQUETE;PAPELERIA;PAPELERIA
2849;BANDERINES X 8 GIPAO;UNIDAD;PAPELERIA;PAPELERIA
3054;BANDERITAS PEQUEÑA GIPAO X 5;PAQUETE;PAPELERIA;PAPELERIA
2848;BISTURI GRANDE ENCAUCHETADO;UNIDAD;PAPELERIA;PAPELERIA
3148;BISTURI PLASTICO PEQUEÑO;UNIDAD;PAPELERIA;PAPELERIA
2798;BITACORA CARTA X 50 HOJAS;UNIDAD;PAPELERIA;PAPELERIA
3515;BITACORA MEDIA CARTA X 50 HOJAS;UNIDAD;PAPELERIA;PAPELERIA
3796;BLOCK CARTA CAUDRICULADO POR 70 HOJAS;UNIDAD;PAPELERIA;PAPELERIA
2991;BLOCK PAPEL BOND CARTA COLORES ;UNIDAD;PAPELERIA;PAPELERIA
2885;BOLIGRAFO BIC CRISTAL CAJA X 12 UN;CAJA;PAPELERIA;PAPELERIA
3472;BOLIGRAFO BIC CRISTAL X UN;UNIDAD;PAPELERIA;PAPELERIA
3215;BOLIGRAFO BIC ROLLER CAJA X 12 UN;CAJA;PAPELERIA;PAPELERIA
3563;BOLIGRAFO BIC ROLLER X UN;UNIDAD;PAPELERIA;PAPELERIA
3638;BOLIGRAFO GEL NEGRO X UN;UNIDAD;PAPELERIA;PAPELERIA
2215;BOLIGRAFO KILOMETRICO INKJOY CAJA X 12 UND;UNIDAD;PAPELERIA;PAPELERIA
3216;BOLIGRAFO KILOMETRICO PLUS CAJA X 12 UN;CAJA;PAPELERIA;PAPELERIA
2686;BOLIGRAFO KILOMETRICO ROJO X UN;UNIDAD;PAPELERIA;PAPELERIA
2749;BOLIGRAFO KILOMETRICO X UNIDAD;UNIDAD;PAPELERIA;PAPELERIA
3586;BOLIGRAFO MICROPUNTA TINTA MOJADA NEGRO X UN;UNIDAD;PAPELERIA;PAPELERIA
3584;BOLIGRAFO MICROPUNTA TINTA MOJADA X UN COLORES SURTIDOS;UNIDAD;PAPELERIA;PAPELERIA
2943;BOLIGRAFO PELIKAN SUAVE X UN;UNIDAD;PAPELERIA;PAPELERIA
2847;BOLIGRAFO RETRACTIL NEGRO X UN;UNIDAD;PAPELERIA;PAPELERIA
3509;BOLIGRAFO SEMIGEL X UNIDAD OFFIESCO;UNIDAD;PAPELERIA;PAPELERIA
2465;BOLSILLO CATALOGO DELGADO CARTA PAQ X 100 UN ;PAQUETE;PAPELERIA;PAPELERIA
3347;BOLSILLO CATALOGO DELGADO OFICIO;UNIDAD;PAPELERIA;PAPELERIA
3327;BOLSILLO LAMINACION CARTA PAQ X 100 UN;PAQUETE;PAPELERIA;PAPELERIA
3862;BOMBA RUMATEX R12 PAQ X 50;PAQUETE;PAPELERIA;PAPELERIA
2785;BORRADOR MAGNETICO PARA TABLERO;UNIDAD;PAPELERIA;PAPELERIA
2428;BORRADOR NATA GRANDE 612;UNIDAD;PAPELERIA;PAPELERIA
3511;BORRADOR PARA TABLERO EN ACRILICO;UNIDAD;PAPELERIA;PAPELERIA
3639;CABALLETE PARA TABLERO DE 1 MT X 1.20 MT;UNIDAD;PAPELERIA;PAPELERIA
3053;CAJA ARCHIVO Nº 12 40.5 X 21 X 26;UNIDAD;PAPELERIA;PAPELERIA
3330;CAJA METALICA MEDIANA PARA MENUDA GIPAO;UNIDAD;PAPELERIA;PAPELERIA
2784;CALCULADORA DIGITAL CASIO 12 DIGITOS;UNIDAD;PAPELERIA;PAPELERIA
3668;CALCULADORA DIGITAL CASIO 16 DIGITOS;UNIDAD;PAPELERIA;PAPELERIA
2717;CALCULADORA DIGITAL CASIO 8 DIGITOS;UNIDAD;PAPELERIA;PAPELERIA
2573;"CARPETA 1"" DE TRES AROS";UNIDAD;PAPELERIA;PAPELERIA
2758;CARPETA COLGANTE AZUL OFICIO;UNIDAD;PAPELERIA;PAPELERIA
3600;CARPETA COLGANTE CAFE OFICIO;UNIDAD;PAPELERIA;PAPELERIA
3701;"CARPETA DATARRAN 14"" ALP";UNIDAD;PAPELERIA;PAPELERIA
3052;CARPETA FOLDER CARTA;UNIDAD;PAPELERIA;PAPELERIA
3438;CARPETA FOLDER CARTA VERTICAL C/CELUGUIA;UNIDAD;PAPELERIA;PAPELERIA
3004;CARPETA FOLDER OFICIO;UNIDAD;PAPELERIA;PAPELERIA
3591;CARPETA FOLDER OFICIO VERTICAL C/CELUGUIA;UNIDAD;PAPELERIA;PAPELERIA
2823;CARPETA LEGAJADORA CARTA;UNIDAD;PAPELERIA;PAPELERIA
3110;CARPETA LEGAJADORA CARTA PLASTICA C/GANCHO;UNIDAD;PAPELERIA;PAPELERIA
3105;CARPETA LEGAJADORA OFICIO 2 TAPAS;UNIDAD;PAPELERIA;PAPELERIA
3104;CARPETA LEGAJADORA OFICIO PLASTICA C/GANCHO;UNIDAD;PAPELERIA;PAPELERIA
3675;CARPETA LISTA DE PRECIOS CON 20 BOLSILLOS;UNIDAD;PAPELERIA;PAPELERIA
3518;CARPETA PLASTICA CARTA TRANSPARENTE CON HILO VERTICAL;UNIDAD;PAPELERIA;PAPELERIA
3783;CARPETA PLASTICA CIERRE MEDIA CARTA;UNIDAD;PAPELERIA;PAPELERIA
3617;CARPETA PLASTICA CON BISEL CARTA;UNIDAD;PAPELERIA;PAPELERIA
3618;CARPETA PLASTICA CON BISEL OFICIO;UNIDAD;PAPELERIA;PAPELERIA
3527;CARPETA PLASTICA OFICIO TRANSPARENTE CON HILO VERTICAL;UNIDAD;PAPELERIA;PAPELERIA
3238;CARPETA PLASTICA TRANSPARENTE CON BROCHE;UNIDAD;PAPELERIA;PAPELERIA
3650;CARTON PAJA 1/4 DE 400 GR;UNIDAD;PAPELERIA;PAPELERIA
2868;CARTULINA BRISTOL 150 GR OFICIO PAQ X 100 UN;PAQUETE;PAPELERIA;PAPELERIA
3866;CARTULINA BRISTOL BLANCA 60 X 90;UNIDAD;PAPELERIA;PAPELERIA
3863;CARTULINA BRISTOL NEGRA;UNIDAD;PAPELERIA;PAPELERIA
2867;CARTULINA LEGAJADORA OFICIO PAQ X 25 PARES;PAQUETE;PAPELERIA;PAPELERIA
3284;CARTULINA NEGRA 170 GR 70 X 100;UNIDAD;PAPELERIA;PAPELERIA
3237;CARTULINA OPALINA CARTA PAQ X 50 UN;PAQUETE;PAPELERIA;PAPELERIA
3022;CARTULINA PLANA 1/8 PAQ X 100 UND;PAQUETE;PAPELERIA;PAPELERIA
3865;CARTULINA PLANA 70 X 50 VARIOS;UNIDAD;PAPELERIA;PAPELERIA
2854;CD PRINCO X UN;UNIDAD;PAPELERIA;PAPELERIA
2970;CD RW TORRE X 25 UN;PAQUETE;PAPELERIA;PAPELERIA
3067;CELUGUIA EN CARTULINA PARA FOLDER PAQ X 160 UN;PAQUETE;PAPELERIA;PAPELERIA
2812;CHINCHE PLASTIFICADO X CAJA ;CAJA;PAPELERIA;PAPELERIA
3050;"CINTA AISLANTE 1"" X 20 MT COLORES VARIOS";ROLLO;PAPELERIA;PAPELERIA
3690;CINTA DOBLE FAZ 12 MM X 5 MT;ROLLO;PAPELERIA;PAPELERIA
3057;CINTA DOBLE FAZ 12 X 50;ROLLO;PAPELERIA;PAPELERIA
2899;CINTA DOBLE FAZ 18 X 5;ROLLO;PAPELERIA;PAPELERIA
2865;"CINTA ENMASCARAR 1"" X 20 YD AZUL";ROLLO;PAPELERIA;PAPELERIA
3264;"CINTA ENMASCARAR 1"" X 40 MT";ROLLO;PAPELERIA;PAPELERIA
3205;"CINTA ENMASCARAR 1/2"" X 40 MT";ROLLO;PAPELERIA;PAPELERIA
3294;"CINTA ENMASCARAR 2"" X 20 MT";ROLLO;PAPELERIA;PAPELERIA
3470;"CINTA ENMASCARAR 2"" X 40 MT";ROLLO;PAPELERIA;PAPELERIA
1492;"CINTA ENMASCARAR 3/4"" X 40 MT";ROLLO;PAPELERIA;PAPELERIA
3839;"CINTA ENMASCARAR 3/4"" X 50 MT AZUL";ROLLO;PAPELERIA;PAPELERIA
3436;CINTA ONIX PARA IMPRESORA EPSON FX890;UNIDAD;PAPELERIA;PAPELERIA
3026;CINTA PAPEL 20 MM X 50 YD COLORES SURTIDOS;ROLLO;PAPELERIA;PAPELERIA
3357;CINTA PARA IMPRESORA EPSON 388;UNIDAD;PAPELERIA;PAPELERIA
3475;CINTA PARA IMPRESORA LASER NP ERC-38B;UNIDAD;PAPELERIA;PAPELERIA
3492;CINTA PARA IMPRESORA ONIX REF 596 HY;UNIDAD;PAPELERIA;PAPELERIA
3378;"CINTA TRANSPARENTE 1"" X 40 MT";ROLLO;PAPELERIA;PAPELERIA
2820;"CINTA TRANSPARENTE 1/2"" 40 MT";ROLLO;PAPELERIA;PAPELERIA
3858;"CINTA TRANSPARENTE 1/2"" X 20 MT";ROLLO;PAPELERIA;PAPELERIA
1283;"CINTA TRANSPARENTE 2"" X 100 MT";ROLLO;PAPELERIA;PAPELERIA
3213;"CINTA TRANSPARENTE 2"" X 300 MT";ROLLO;PAPELERIA;PAPELERIA
2858;"CINTA TRANSPARENTE 2"" X 40 MT";ROLLO;PAPELERIA;PAPELERIA
3027;COLORES UNIPUNTA CAJA X 12 UND;CAJA;PAPELERIA;PAPELERIA
3403;COLORES UNIPUNTA X UNIDAD;UNIDAD;PAPELERIA;PAPELERIA
3379;COMPROBANTE DE EGRESO;TALONARIO;PAPELERIA;PAPELERIA
3573;COMPROBANTE EGRESO REF 2006A MINERVA;PAQUETE;PAPELERIA;PAPELERIA
3109;CONTACT PLUS TRANSPARENTE X 3 MT;ROLLO;PAPELERIA;PAPELERIA
3204;CONTRATO DE TRABAJO MINERVA PAQ X 12 UN;PAQUETE;PAPELERIA;PAPELERIA
3121;CORRECTOR EN CINTA;UNIDAD;PAPELERIA;PAPELERIA
2864;CORRECTOR LAPIZ ;UNIDAD;PAPELERIA;PAPELERIA
3257;CORRECTOR LAPIZ FABER CASTELL;UNIDAD;PAPELERIA;PAPELERIA
2631;CORRECTOR LIQUIDO LIQUID PAPER;UNIDAD;PAPELERIA;PAPELERIA
2818;CORRECTOR LIQUIDO LIQUID PAPER 22 ML;UNIDAD;PAPELERIA;PAPELERIA
2793;COSEDORA CLASICA GP-200 20 HOJAS;UNIDAD;PAPELERIA;PAPELERIA
3039;COSEDORA GIPAO GP935 20 HJ;UNIDAD;PAPELERIA;PAPELERIA
3528;COSEDORA MEDIANA GIPAO REF 206;UNIDAD;PAPELERIA;PAPELERIA
3719;COSEDORA METALICA GRANDE BATES 550C;UNIDAD;PAPELERIA;PAPELERIA
3155;COSEDORA METALICA PEQUEÑA RANK;UNIDAD;PAPELERIA;PAPELERIA
2786;COSEDORA RAPID ALICATE METALICA;UNIDAD;PAPELERIA;PAPELERIA
3191;COSEDORA TRITON GRANDE REF 2610;UNIDAD;PAPELERIA;PAPELERIA
3285;CRAYOLA INDUSTRIAL CJ X 10 UN FABER ;CAJA;PAPELERIA;PAPELERIA
2397;CUADERNO ARGOLLADO RAYADO X 100 HOJAS;UNIDAD;PAPELERIA;PAPELERIA
